data/customer_id,data/helpful_votes,data/marketplace,data/product_category,data/product_id,data/product_parent,data/product_title,data/review_body,data/review_date,data/review_headline,data/review_id,data/star_rating,data/total_votes,data/verified_purchase,data/vine
b'14719181',0,b'US',b'Shoes',b'B00F1MMEGK',b'761213187',b'Pink Camouflage Camo Western Buckle With Cross Fashion Handbag Purse',b'Very stylish .... and there is plenty of room for everything. The purse is well designed and I just love how it looks! This is a great buy!',b'2014-07-10',b'Very Stylish',b'RR458KAME3FNV',5,0,0,1
b'39960904',0,b'US',b'Shoes',b'B00M0767EO',b'274762625',"b""adidas Performance Men's Vigor 5 TR M Trail-Running Shoe""",b'Very good',b'2015-06-10',b'Five Stars',b'R32WABQPU0JCK5',5,0,0,1
b'11442711',0,b'US',b'Shoes',b'B00TVACGKC',b'705922429',b'GUSTT Top Rated RFID Blocking Secure Genuine Leather Bifold/Trifold Wallets (BLK06)',"b""Found a new replacement contender. I picked this up for my fella. He's able to fit all his cards and absolutely loves the zippered pocket. He's rough on wallets and I can't wait to see how this holds up. I usually get him a new one twice a year and he's quite picky so I was very pleased that he's so happy with it. I love that it has rfid blocking power and that it's leather. I received this item at a discounted rate for my honest review.""",b'2015-05-24',"b""I usually get him a new one twice a year and he's quite picky so I was very pleased that he's so happy with it""",b'R3PKB4L2N2H4BO',5,0,1,1
b'46876020',1,b'US',b'Shoes',b'B005OT7V9K',b'238327189',b'Native Miller Slip-On Sneaker (Toddler/Little Kid/Big Kid)',b'These are great shoes but are not made properly. I ordered a size 5 and received both shoes in a size 5.  We noticed that one shoe kept falling off our sons foot and we assumed one of his feet was a little larger.  But then I held the shoes up sole to sole and one of the shoes looks a half a size bigger.  They both say size 5 but they are definitely not the same size shoes.',b'2014-08-19',b'1 shoe is larger than other',b'R2DDG10A9J6FW9',2,2,0,1
b'28382237',0,b'US',b'Shoes',b'B006OBWD0E',b'370091318',b'NIKE FLEX 2012RN RUNNING SHOES 5.5M. Youth 4M.',"b'recomendado, muy buen vendedor. muy buena atenci\xc3\xb3n, el producto llego en la fecha especificada y en muy buenas condiciones.excellent. de entera confianza'",b'2012-10-04',b'excellent',b'R1RJFT338QLKMY',5,2,0,1
b'4947073',0,b'US',b'Shoes',b'B00GSJWOLU',b'930577852',"b""Michael Antonio Women's Godric Platform Sandal""",b'Love these shoes very comfortable and stylish. ....',b'2015-03-09',b'Five Stars',b'R1XA8252FV1GN7',5,0,1,1
b'14338649',0,b'US',b'Shoes',b'B006VY6D50',b'111735060',"b""Giorgio Brutini Men's 24981 Cap-Toe Oxford Shoe""",b'Good looking shoe. Well worth the cost. Looks great with anything.',b'2015-08-26',b'Five Stars',b'RAT00SKLE90FY',5,0,0,1
b'39754549',0,b'US',b'Shoes',b'B002POD26I',b'306976342',"b""Trotters Women's Katerina Sandal""","b'I love Trotters shoes, they are very stylish and comfortable, need I say any more.. the perfect buy for any age !!!!!!!'",b'2013-11-15',b'Style and comfort',b'RFWXB47P0DVQW',5,0,0,1
b'11960105',0,b'US',b'Shoes',b'B00BMLUU0Q',b'843810229',"b""ASICS Men's Gel Kayano 20 Running Shoe""",b'Love them',b'2014-12-12',b'Five Stars',b'R2E5CYYBZSI4US',5,0,1,1
b'23012721',0,b'US',b'Shoes',b'B008UR0YUQ',b'198253969',"b""Wanted Shoes Women's Panama Ballerina Flat""","b""Great for travel as they fit in even the tiniest bags but not comfy for long periods of time. Wouldn't buy them again.""",b'2014-01-01',b'Not the most comfy shoes',b'RQLIQ2YAOYXS',3,0,0,1
b'45777475',11,b'US',b'Shoes',b'B001PS1XC0',b'781309859',"b""KEEN Men's Coronado Shoe""","b""These shoes look pretty stylish to me. That's why I bought them. Friends have also commented that they like them. So that's all good.    However, the build quality is poor. In less than 3 months of daily wear, the shoes developed tears in the canvas at the base of my big toe (where the shoe flexes). After 6 months, the tears have gotten bigger. I would have expected wear in this spot eventually, but not this soon from a Keen shoe. Previous shoes I bought haven't developed as much wear on the outside until 1.5-2 years of use. I'm hoping they will last a full year without falling apart.    I would love to recommend these shoes because of the brand and the style. Though for me, poor durability outweighs everything else.""",b'2011-01-15',"b'Love the look, not the durability'",b'RU2PBEKA7K4GH',2,12,1,1
b'14099481',0,b'US',b'Shoes',b'B00DZSN7LS',b'834719336',"b""Vionic Bliss - Women's Orthotic Slipper Sandals""",b'Great arch support.  Slipper is very well made - can be worn outdoors.',b'2014-08-22',b'Five Stars',b'R31DOS9XS86929',5,0,1,1
b'12055274',0,b'US',b'Shoes',b'B00KW92QBA',b'102665718',b'Womens Original Short Classic Waterproof Winter Rain Snow Boots',"b'Really liked the look and comfort of these boots, but I ordered in my regular size and they were a size too small. Will definitely exchange for the larger size.'",b'2015-03-04',b'Too small',b'R8VV5XZ78LPF9',4,0,0,1
b'50478137',0,b'US',b'Shoes',b'B00400N756',b'551947390',"b'Bearpaw Womens Meadow Short 8-Inch Suede Sheepskin Boot, Hickory, Size 8.0'","b'For years I have had major difficulties finding comfortable footwear. At the beginning of the past winter, I discovered a pair of these boots in a local store. Thrilled that they were both comfortable & durable, I recently returned in search of a back-up pair, fearing that by the time I need to replacement them, they will probably no longer be available. Sadly, the store had already stopped stocking them, so I decided to search online, & was very relieved to find them here. I would recommend them to anyone looking for comfort, warmth, & solid workmanship.'",b'2014-05-09',b'SO pleased to have found these boots!',b'RPJX746UL352J',5,0,0,1
b'52653363',0,b'US',b'Shoes',b'B00KM2DFTO',b'117886464',b'Saucony Kotaro Sneaker (Little Kid/Big Kid)',"b""Look and feel great.  Bright colors, but not too crazy.  My son says they're comfortable.  Now my only hope is that they last until he needs the next size, as he is tough on his sneakers.""",b'2015-05-24',b'Seem like a great pair of sneakers!',b'R1JIRVH4E57YYT',4,0,0,1
b'45970046',1,b'US',b'Shoes',b'B00B28UFHC',b'398759534',"b'LaCrosse Men\'s Alphaburly Pro 18"" Hunting Boot'",b'Awesome fit...with insulated socks on.',b'2014-12-17',b'Five Stars',b'R19206QFBQQHF5',5,1,0,1
b'41720710',1,b'US',b'Shoes',b'B000KKPYEM',b'384687423',b'Sof Sole Memory Lifestyle Foam Shoe Insole',"b'I hated these.  They were easy to fit but made my shoes too tight on my feet.  I ended up buying new shoes because of it.  Before anyone flames me, I did remove the factory insoles in my dress shoes first.'",b'2014-10-08',b'Not for me',b'R2FP595N3CHHQ8',2,2,0,1
b'16208038',0,b'US',b'Shoes',b'B00DU96FWA',b'428180647',"b""Crocs Women's Duet Busy Day Ballet Flat""",b'This is not for me! I am going to shipped it to my country! I just rated it as I see the merchandise!',b'2014-07-19',b'This is not for me! I am going to ...',b'R1B5TC1A8527GW',5,4,0,1
b'15704819',0,b'US',b'Shoes',b'B009ZDF0SK',b'979423683',"b""Skechers Performance Women's Go Walk 2 Slip-On Walking Shoe""",b'I bought as an Ayyam-i-Ha gift and the wife loves them. She wore them immediately out of the box. Could not be happier.',b'2014-03-04',b'Great shoes',b'R1R74ZAHBQPRDT',5,0,0,1
b'47963943',1,b'US',b'Shoes',b'B0012ZSZXG',b'928734337',b'Fly Flot Silvia',"b'I have these in all colors and have been wearing FlyFlots for about 10 years.  They are comfortable, cushy sole--great shoes.  I love that I can adjust the width, as I have wide feet.  I highly recommend these.'",b'2011-01-03',b'Best sandals ever',b'R2ZP8LXLNGWTIN',5,2,0,1
b'49437357',0,b'US',b'Shoes',b'B002PDOLNW',b'433819017',"b""adidas Men's Adissage SC Slide Sandal""",b'Very comfortable.  Would buy again.',b'2014-12-16',b'comfortable',b'RZ3V7C1F33PR8',5,0,0,1
b'4398387',0,b'US',b'Shoes',b'B00DDUIT9I',b'31506039',"b'zeroUV 8025 Retro Matte Black Horned Rim Flash Colored Lens Sunglasses, Black Mirror, 50mm'",b'Just as I wanted it to be.',b'2015-05-07',b'Five Stars',b'R24R10QY7TM0MH',5,0,0,1
b'19139575',1,b'US',b'Shoes',b'B003O2NG7A',b'211126140',"b""bebe Women's Marsha II Pump""","b""I first saw these shoes in Nordstrom Rack. I wanted them real bad but they didn't have my size. I was so happy to find them on Amazon. Purchased 3 pair (black, blush, and silver patent) and they are perfect. Got a great deal. You do need to buy a half inch bigger because of the pointed toe. I wear a 6.5 and got a 7 and the fit is great. Also, they look amazing. Really really classy. I am happy.""",b'2011-06-04',b'Love them',b'R1V99VC1X6UR6K',5,1,1,1
b'49220763',0,b'US',b'Shoes',b'B00BU415F4',b'383290900',"b""Jacky&Celine J20-001-001 Ladies' Black Croc Embossed Panel Large Wallet""","b""Wife likes the wallet, but wanted more space to hold things in.  There are many pockets and card slots, but I guess this not enough for her.  I don't get it, if they add more stuff the purse and all will weigh 15 pounds, that is like lugging a bowling ball around everywhere you go.  I told my wife, maybe it is a good time to downsize and free up some space.""",b'2015-02-13',b'More Room',b'R27Y4CGW7VLZSW',4,0,0,1
b'19851727',1,b'US',b'Shoes',b'B000UTXJUO',b'545259164',"b""Daniel Green Women's Rave Washable Terry Slipper""",b'These slippers are so comfortable and the best thing about them is that they come in NARROW!  Having narrow feet is very difficult so finding slippers that I like that come in narrow is a bonanza!  I have washed them a couple of times already and they wash wonderfully and come out soft and lovely.  I would highly recommend.',b'2012-07-04',b'Daniel Green Rave slippers from Amazon',b'R3QH9LZIW14VZ8',5,1,0,1
b'46908411',0,b'US',b'Shoes',b'B00BLQ8YUK',b'913201902',"b""Rockport Men's RocSports Rugged Moc Boot""","b'I wear them at work, fit a little big/loose, but definitely manageable.  Great look and of course my female co workers spotted them right away and commented.'",b'2014-04-23',b'Good casual light weight boot',b'R2UGEXK864U5ZX',4,0,1,1
b'39160104',0,b'US',b'Shoes',b'B002DVQ9G8',b'862343331',b'Roseberry Womens Suede Ugg Boots Uggs',b'Got these for my woman last year and she still love them.  It was a great buy that was unique.  Awesome deal!',b'2011-01-14',b'Nice boots',b'RUR5RFCVFM0EK',5,0,0,1
b'4246085',0,b'US',b'Shoes',b'B00JKONT64',b'24220682',"b""Deer Stags Men's Pat Combat Boot""",b'great boot for $ 20.00',b'2015-04-27',b'Five Stars',b'R2TVQN2AO0NYA9',5,0,0,1
b'52787451',0,b'US',b'Shoes',b'B00EI45Q44',b'118158282',"b""Dr. Scholl's Women's Jamie Lace-Up Fashion Sneaker""","b""At first they are a bit difficult to put on but as you break them in they get easier.  I like to use a foot odor liner with these shoes as I dont like to wear socks with them.  I'm a 10.5 and the 11 fits well, the toe box is large and roomy if you have wider feet.  If you have a really high arch you may find that they will be uncomfortable on the top of your foot.  The laces are for show only.""",b'2014-07-21',b'I have several pair of these shoes and really like them.',b'R1WECSC4HYTX5R',4,0,0,1
b'25295349',0,b'US',b'Shoes',b'B00M1RNT12',b'466590590',"b""Rockport Cobb Hill Women's Helen CH Wedge Sandal""",b'They are comfortable and fit me well. Wish they had navy.',b'2015-06-23',"b'Dressy enough for evening, and comfortable enough for day'",b'R2ZM84D46WSICU',4,0,0,1
b'16543360',0,b'US',b'Shoes',b'B000XR6Q2Q',b'743130545',"b'Timberland PRO Women\'s 72399 Titan 6"" Safety-Toe Boot'","b""I absolutely love these boots, I've been wearing them for a few months now and have no complaints. I am on my feet for hours on end and after a long days work my feet are as if I was just waking up.""",b'2014-08-12',b'LOVE LOVE LOVE',b'RFJ95BTANGAB2',5,0,0,1
b'16377641',0,b'US',b'Shoes',b'B00D3RCOAQ',b'170581084',"b""J's Awake by Pinky Men's JAY01 Closed Toe Loafers Casual Slip On Boat Shoes""",b'My husband loved these shoes but the sizing was a bit off.  Had to order next 1/2 size down.  Overall loved them.',b'2013-10-01',b'Nice quality shoes but be careful with sizing',b'R2964YXIDA1N3M',4,0,0,1
b'30040859',0,b'US',b'Shoes',b'B0002USBAE',b'782314148',b'Capezio Daisy 205 Ballet Shoe (Toddler/Little Kid)',"b'These shoes worked out great for my three year old daughter just starting dance class. They are comfortable on her, and look so cute.'",b'2012-04-24',b'Capezio Daisy 205 Ballet shoe',b'R34QX32DWP3SBF',5,0,0,1
b'52913111',1,b'US',b'Shoes',b'B000EYMY9W',b'929881772',"b""Acorn Women's New Spa Slide""",b'Am accustomed to wearing flip flops all day. Started putting these on while at home.  Must order a pair in black since I wear them all day and the dog hair clings to them!  Most comfortable slippers I have ever worn and have ordered a pair for my husband!  Wash beautifully!',b'2015-07-20',b'LOVE THEM!',b'RR2GJZBV6C4YB',5,1,0,1
b'42531174',0,b'US',b'Shoes',b'B00FFX4VFM',b'44165916',"b""Muck Boot Men's Excursion Pro Mid Outdoor Boot""","b""These are perfect and just what I needed for my son for his birthday. He's always working outside or in his shop, fishing, boating etc. He has already gotten lots of use out of them.""",b'2015-05-11',b'Absoluteky Love Them',b'R3D5OFPAIREFSX',5,0,0,1
b'36743294',0,b'US',b'Shoes',b'B004IYZKZO',b'864230701',"b""Crocs Women's Patricia II Wedge Sandal""",b'Have worn this style before.  This time the material the croc<br />is made from does not seem to be the same quailty as in the<br />Past.  I guess time will tell!',b'2013-03-05',b'Quality has changed of crocs',b'R14H9SWQF6G1MV',2,0,0,1
b'12681810',1,b'US',b'Shoes',b'B005OO19OS',b'473478697',"b""Bandolino Women's Rodger Wedge Sandal""","b'I ordered a 9 1/2 and they fit perfectly. I definitely would order again, wish there were different colors. I wear them to work and they are very stylish! Love them.'",b'2012-11-26',b'Very Comfortable!',b'R2T7USV41BP7G',5,1,0,1
b'41110599',7,b'US',b'Shoes',b'B0088K7I72',b'997889223',b'Otter Wax Heat-Activated Fabric Dressing | 1/2 Pint | All-Natural Water Repellent | Made in USA',"b""I used 1.5 cans of this to wax a pair of Columbia cotton canvas pants, with excellent results. Technique: melt wax in very hot or boiling water or double boiler (be careful if you do this on the stove--probably flammable ); apple to garment with old 1.5 inch paintbrush (or 2 inch brush if you bend the can); melt in with heat gun ( works better than a hair dryer).  Garment will develop white lines where bent; don't bother reheating these, it's part of how it will look. You can tell right away when the wax melts and impregnates the cloth.""",b'2014-02-01',b'Great for waxing canvas',b'RTOW4AM2U10WN',5,8,0,1
b'45719308',0,b'US',b'Shoes',b'B007MF7P7W',b'23300092',"b""PUMA Men's Future Cat Remix 2 Ferrari Fashion Sneaker""",b'excellent',b'2014-11-13',b'Five Stars',b'R355JX7CVN1SYO',5,0,0,1
b'10712442',6,b'US',b'Shoes',b'B00AQWW63Q',b'679705055',b'Softspots Naveah',b'These shoes are comfy. I stand all day and these are the only pair that I am able to stand in for long periods of time. I do have lots of problems with my feet. I wish they would have the wider sizes more available..I would buy them in every color..',b'2013-04-16',b'Love these shoes',b'R3OQ6X5VEQJIAJ',5,6,1,1
b'11631204',0,b'US',b'Shoes',b'B005XHPHQC',b'34567910',"b""SR Max Duluth Men's Slip Resistant Waterproof Black 6 Inch Work Boot""",b'Good and very comfortable shoes.',b'2015-05-16',b'Five Stars',b'R2XQLEWGL191A9',5,0,0,1
b'41244755',1,b'US',b'Shoes',b'B00N2VQKTO',b'515404937',"b""OshKosh B'Gosh Jet2-G Slip-On Water Shoe (Toddler/Little Kid)""","b""I really want to like them, they are SUPER cute.  However, they won't stay on my daughters feet.""",b'2015-07-17',b'SUPER cute but...',b'R3ENULOCQLE2UG',3,1,0,1
b'43590040',0,b'US',b'Shoes',b'B000MRLO42',b'437242968',"b""ISOTONER Women's A96009""","b'These fit very well, not too big or too small, and they are VERY comfortable!  Love the pretty ivory color as well!'",b'2014-07-01',b'Very comfortable slippers',b'R25V66B1S1KFDW',5,0,0,1
b'42383393',0,b'US',b'Shoes',b'B00DR0DJKI',b'77591186',"b""K-SWISS Men's ST429""","b'Either I picked these shoes like a pro, or Amazon got the shoes I ordered especially for me of course.'",b'2014-09-28',b'Great',b'R3PP7N1WCAP91Y',4,1,0,1
b'4421764',0,b'US',b'Shoes',b'B0007PN6FO',b'599936946',"b""adidas Performance Women's Adissage W Slide Sandal""",b'they take getting used to but once you do they feel lovely!',b'2015-07-26',b'Five Stars',b'RB18JK7FGFQN6',5,0,0,1
b'18296815',0,b'US',b'Shoes',b'B0017H5I0M',b'345297146',"b""Keds Women's Spirit Leather Sneaker""",b'Really like the leather tie shoe. very comfortable. added an arch support and they are terrific.',b'2015-03-14',b'Five Stars',b'R2LI9ZB9QGWWN2',5,0,0,1
b'19668106',0,b'US',b'Shoes',b'B00HGB19VK',b'987931637',b'Popular Cute girls Wallet Clutch Change Purse key/coins bag Mini Handbag Pouch',b'Its the cutest little purse... i should have order a couple more...',b'2015-08-24',b'Adorable...',b'R4YUHD67VCP9K',5,0,0,1
b'23394004',0,b'US',b'Shoes',b'B00CBXOVH2',b'963037534',b'Women Wedge Rubber Rain Boots by Forever Young',b'Good quality and nice design with sturdy heel.',b'2015-06-11',b'Nice',b'R1ZWN3VBBHP8B0',4,0,0,1
b'11328424',0,b'US',b'Shoes',b'B00JSC0MM2',b'553726355',b'Reneeze Womens Beauty-05 Fashion Buckle Back Zip Chunky Heel Ankle Bootie',"b""They look nice but when you walk the buckles clanks alot. I'm a size 7 but they fit so big. I'm somewhat disappointed because of the fit. Other than that, they're ok.""",b'2015-02-24',b'A bit disappointed',b'R1X9945G2DBAS9',3,0,0,1
b'15495115',37,b'US',b'Shoes',b'B003S3SMG0',b'407170502',"b""Teva Men's Mush II Flip-Flop""","b'These are probably the most comfortable Flip Flops I have ever warn. Soft enough to be comfortable, but also solid enough to be supportive.<br /><br />The material they are made of seems to be of good quality as well. They are made of 2 layers. The top layer is the \\\\""Mush\\\\"" material, which is very comfortable and soft. The bottom material is the base and is what has contact with the ground. This is much stiffer than the Mush layer, but still somewhat soft and flexible. I think these will last a while.<br /><br />I bought these primarily for shower use, but I got out with them once in a while as well. Just an FIY, these tend to stay wet a bit longer than other rubber or foam only flip flops, but eventually it dries. Not a big problem, just an FYI if you are looking for something that dries immediately.<br /><br />Also, I got rid of the tag that is on the inside of the flip flops. (It is on both left and right flip flops.) When wearing them the tag would bother me a lot. It doesn\'t scratch or hurt but It bothered me. If you have the same problem, take your favorite scissors or knife and get it off.<br /><br />I highly recommend these.'",b'2013-09-01',b'Most Comfortable Flip Flops I Have Warn',b'R5T6Z4R5AQHWU',5,41,0,1
b'7628445',0,b'US',b'Shoes',b'B008B0UAEM',b'140499239',b'PUMA Adult Suede Classic Shoe',b'They shipped really fast and I really like the shoes.',b'2015-05-10',b'Five Stars',b'R3N8HNYP0FJ7HZ',5,0,0,1
b'49342411',0,b'US',b'Shoes',b'B009X4WZG6',b'526143171',b'Robeez Flower Soft Sole Slip-On (Infant)',"b""My daughter has one foot that has no metatarsals or other toe bones, so it is very difficult to find shoes that will stay on her partial foot when she isn't wearing her prosthetic foot. I ordered the largest size I could find (18-24 mo. when she was in a size 7-8). They slip on quite easily, and stay put.  Many of the shoes for girls are Mary Jane style, so they don't have that front covering, but although this pair has the look of a Mary Jane, it has that white leather covering the front, keeping them on! The flower is so cute, and helps distinguish left from right (unlike some soft shoes which are the same for both feet). This is even more important for my daughter because if she interchanges the shoes, they both end up taking the shape of her &#34;normal&#34; foot, making it look like she has two left feet! :-)<br /><br />These shoes are not warm--just normal leather, so they won't keep feet warm, just protected.<br /><br />The leather on Robeez is durable--usually these are for pre-walkers or toddlers, who aren't as hard on their shoes and aren't wearing them on wet pavement; these have held up in all sorts of weather conditions.  Be aware that the leather will harden if they get wet. But for my daughter this just sort of &#34;seasoned&#34; them for her. As baby shoes they will stay soft and supple.  I have wiped them off with a dilution of Simple Green sprayed on a clean white cloth and have had good success removing normal dirt.<br /><br />The colors are great, but will wear (scratch off) if worn roughly (as my daughter does, since the toe often gets caught and turns under on her &#34;little foot.&#34;) This shouldn't be a problem for babies/toddlers.<br /><br />The elastic around the ankle has never once broken on a single pair of Robeez we have had (we have bought several pairs as she has grown). This is the first place she will outgrow the shoe though--not the length.  As her ankles get bigger (she is thin), the elastic will become too tight and stretch to the limit.  When I purchased this style (Flower Soft Sole Slip On), I got her one pair in the 18-24 month to fit her normal foot, and one in the 0-6 month to fit her little foot.  While the foot fit, the elastic was too tight around the ankle and she was not able to wear the smaller shoe. If your baby has chubby ankles, keep an eye on how tight these are around the ankle.<br /><br />I definitely recommend Robeez as durable baby/toddler shoes, and as an option for children with limb differences.  These have been a life-saver for us.  Not sure what we are going to do now that she is outgrowing them, other than enforce compliance with wearing the prosthesis!!the limit.  When I purchased this style (Flower Soft Sole Slip On), I got her one pair in the 18-24 month to fit her normal foot, and one in the 0-6 month to fit her little foot.  While the foot fit, the elastic was too tight around the ankle and she was not able to wear the smaller shoe. If your baby has chubby ankles, keep an eye on how tight these are around the ankle.<br /><br />I definitely recommend Robeez as durable baby/toddler shoes, and as an option for children with limb differences.  These have been a life-saver for us.  Not sure what we are going to do now that she is outgrowing them, other than enforce compliance with wearing the prosthesis!!""",b'2014-02-12',b'Great for congenital partial foot!',b'R19OXNZDZNSNFX',5,0,0,1
b'9930189',0,b'US',b'Shoes',b'B001UQ71PU',b'558192673',b'Ray-Ban RB4105 Folding Wayfarer Square Sunglasses',"b'Really liked! I was doubtful about the folding mechanism, but it is really reliable! Great Ray Ban!'",b'2014-08-15',b'Great Sunglasses!',b'R2P01355EF9AG2',5,0,0,1
b'27707327',28,b'US',b'Shoes',b'B00AN7DA8E',b'515219066',b'MG Collection Acacia Oversize Shopper Shoulder Bag',"b'I love everything about the tote.The color the fabric,and also the price. It looks much more expensive ,I get compliments on it all the time. It is my go to bag for whenever I need a little more room to take a camera,or when I am on a plane and need to have a larger purse.I would recommend it to all.'",b'2013-12-12',b'Wow this one is a clear winner.',b'R6VQ987BPLDYW',5,28,0,1
b'24247565',0,b'US',b'Shoes',b'B00ATWV1Q6',b'305868274',"b""Clarks Women's Whistle Max Loafer""","b""Love all Clarks.... I usually don't go wrong with them......""",b'2015-02-03',b'Five Stars',b'RQADPY6D2P2F',5,0,0,1
b'48067786',0,b'US',b'Shoes',b'B008LXEY64',b'65526688',"b""Nike Golf Women's Nike Lunar Summer Lite Golf Shoe,Hyper Blue/Violet Force/White,10 M US""","b""I am a solid women's 10 in every shoe everytime. These were a full size maybe more too big. I almost thought they were men's, but the box and shoes had a 10w on them. I expected lightweight cheap shoes for the price. Have to say, I didn't expect them to be so cheap the shoes don't have a tongue in them. So they are featherlight--but because they are also minimalist""",b'2015-06-15',"b""Ran huge and shoes don't have a tongue""",b'R1LZZQT70PXLFE',2,0,0,1
b'47357979',0,b'US',b'Shoes',b'B00BXQ6NZQ',b'47377065',b'Fashion Sunglasses: Dark Blue/Purple',"b'Very confortable,'",b'2015-03-08',b'Five Stars',b'RSDOP4MNCL4O',5,0,0,1
b'12710592',0,b'US',b'Shoes',b'B002VPD68A',b'189373083',"b""Etienne Aigner Women's Kambell Peep-Toe Espadrille""","b""I liked the shoe but it didn't fit well and was not well made so I had to return it.  I was disappointed.""",b'2012-12-04',b'I returned it.',b'R160P7LSTP9NSC',2,0,0,1
b'11992630',2,b'US',b'Shoes',b'B00DYSY00G',b'357302036',"b""Vasque Women's Lotic Water Shoe""","b""So far so good. Based on the reviews and Amazon's great return policy, I ordered 2 sizes. I normally wear a 10 but I ordered a 10.5 and 11. I ended up keeping the 11 and they've been great. Bought for walking on trails when I know I will be going in and out of water. Provides good traction and comfortable to walk multiple miles in. Only note was that there is a tiny bit of rubbing near by big toe. I did not feel or notice this at all when I was wearing the shoes, but some black from the shoe had rubbed off onto my toe nail polish when I took the shoes off. Assuming this will stop after a few more wears.""",b'2015-07-16',"b""So far so good. Based on the reviews and Amazon's great return ...""",b'R28YX3SCPJOFBP',5,2,0,1
b'34765202',0,b'US',b'Shoes',b'B007IALUB8',b'579183696',b'Eyeglasses Tiffany TF2051B 8132 PLUM HAVANA DEMO LENS',b'Love Love Love these frames!!!! I looked all over for frames I liked and finally found these. I am very happy with my new specs!',b'2013-05-22',b'Pretty frames',b'R2DI72Z1GYH0US',5,0,0,1
b'50996224',6,b'US',b'Shoes',b'B00BEYR126',b'605963290',"b""Vivobarefoot Women's Mia Boot""","b""I was looking for a minimal/barefoot boot that I could wear to events in NYC without looking like a jock, and also something sturdy that would hold up to the cement-covered granite sidewalks.  This is perfect, and has a beautiful waxed finish that I'm told by the company is water-resistant without extra treatment. So far super comfortable, but I haven't yet put it to the complete test. Will report back if anything changes.""",b'2013-12-12',b'Just what I wanted',b'RUIZ4ROTI2OEC',5,7,0,1
b'31833700',0,b'US',b'Shoes',b'B00EHHLD6M',b'593675371',"b""Timberland Pro Women's Renova Water Lilies Clog""","b'The edge of shoe digs into my skin. Not very comfortable, my feet hurt by the end of day'",b'2015-08-11',"b'Not very comfortable, my feet hurt by the end of'",b'RB19NSPI1K37I',3,0,0,1
b'16261298',0,b'US',b'Shoes',b'B002MGPJ0G',b'89287600',"b'NIKE Jordan Nu Retro 1 Low New Basketball, White Shoes Blue, Navy Blue Mens'",b'I bought these shoes for my son and he liked them a lot. Comfortable and cool.',b'2015-02-24',b'Five Stars',b'R1OX0CTR9VCR93',5,0,0,1
b'22786433',1,b'US',b'Shoes',b'B007SV2OE4',b'647667251',b'Coach Jaicee Womens Size 7 Black Open Toe Textile Wedge Sandals Shoes',b'The only shoes I wear all summer.  I gotta have a steady supply of these. So comfortable and springy - they<br />eliminate the hard impact of walking on city sidewalks.',b'2013-01-02',b'Summer Staple',b'R10GIBTSZCCB9C',5,1,0,1
b'48258349',0,b'US',b'Shoes',b'B00G9NO85U',b'18888431',b'Scarleton Beaded Fringe Clutch H3287',"b""Purchased this bag in silver and couldn't be happier! Finally! An evening bag that allows me to carry a few more necessities than just a tube of lipstick and a credit card! The bag is definitely roomy enough that you can tuck the beaded handle inside, without compromising space, and use the bag as a clutch, though the decorative sequins and beads might get a little crushed and it isn't necessarily the most comfortable in your hand.<br /><br />Still a 5 star rating for overall BLING and WOW factor alone!""",b'2015-03-04',b'BLINGIE and ROOMY! Great bag to turn some heads!!',b'R2YJU5RNN7XJ7',5,0,0,1
b'35478840',0,b'US',b'Shoes',b'B00E1RZSSC',b'608452771',"b""Chaco Women's ZX/1 Yampa Sandal""","b'High arch and tight straps, but super cute just not worth that much money to me.'",b'2014-08-20',b'Too tight',b'R12C4VPXI61LLB',3,0,0,1
b'23200030',0,b'US',b'Shoes',b'B00DY8RQWK',b'640369925',"b""Clarks Women's Casylynn Cheryl Wedge Sandal""","b""Been looking for a comfortable wedgie for awhile and these are fantastic! Soft and cushy bed for your feet along with soft leather straps! Fits true to size. I'm never disappointed with Clark's!""",b'2014-05-23',b'These sandals are AMAZING right from the start!',b'R2T9KVCVOLHIHH',5,0,0,1
b'22027252',0,b'US',b'Shoes',b'B0081VRTYA',b'125515649',"b""Saucony Women's Cohesion TR6 Running Shoe""",b'these shoes fit perfect and wore them right away with out any rubbing. Only thing that would improve them is a better insole. I work on cement floors and need a little extra comfort in the ball of my foot.',b'2013-09-01',b'great fit',b'R3Q40D22KF40',4,0,0,1
b'48319536',0,b'US',b'Shoes',b'B008KYWV3C',b'849903149',"b""Crocs Women's Walu Canvas Loafer""","b'I realized I got a size 7 sent to me when I had ordered a size 9, and it was past the return deadline.  So, I ended up donating them to Goodwill.'",b'2015-01-08',b'Too Small Too Late',b'RWSXM27RNOZ54',1,1,0,1
b'2619936',0,b'US',b'Shoes',b'B007K6FWNC',b'581831157',"b""ASICS Men's GT-2000 Running Shoe""",b'Great shoes',b'2014-09-01',b'Thanks!',b'R316BJW1Z59HJX',5,0,0,1
b'2713837',1,b'US',b'Shoes',b'B00FPKKUCI',b'502836495',"b'FASH Limited Top-Handle Shoulder Bag with Gold tone Padlock, PU Leather Tote Handbag'","b""Bag came so quick. It's super cute and a soft material, looks just like the picture. I have to fiddle with the zipper a little to get the bag open and there's not that many pockets - it's really just a bag with a cell phone holders and another bigger pocket maybe for sunglasses. Overall I really like it and it's worth messing with the zipper a little for the price!""",b'2014-10-07',"b""It's super cute and a soft material""",b'R1GIIFPEK6XQRY',4,1,1,1
